winner,target,hand cards,used cards
AI-origin,4,3 4 4 4 4 5 5 5 6 6 6 7 7 8 9 9 K K K A 2, 
AI-origin,7,3 4 4 4 4 5 5 5 6 6 6 8 9 9 A 2, 10 10 J J Q Q 
AI-origin,6,3 4 4 4 4 8 9 9 A 2, 10 10 J J Q Q K K K 7 7 
AI-origin,0,4 4 4 4 8 9 9 A 2, 10 10 J J Q Q K K K 7 7 5 5 5 6 6 6 
AI-origin,1,4 4 4 4, 10 10 J J Q Q K K K 7 7 5 5 5 6 6 6 3 6 8 K A 2 2 2 2 4 4 4 3 3 3 2 
AI-origin,4,3 3 3 4 4 5 5 6 7 7 8 9 10 10 10 J J J Q Q Q, 
AI-origin,7,3 4 4 5 5 6 7 7 8 9 J J J Q Q Q, K K A A 2 2 
AI-origin,7,3 6 7 7 8 9, K K A A 2 2 10 10 10 3 3 J J J 4 4 Q Q Q 5 5 
AI-origin,0,6 7 7 8 9, K K A A 2 2 10 10 10 3 3 J J J 4 4 Q Q Q 5 5 J J J 4 4 
AI-origin,0,7 7, K K A A 2 2 10 10 10 3 3 J J J 4 4 Q Q Q 5 5 J J J 4 4 3 5 6 2 8 8 9 9 10 10 7 7 Q Q K K A A 3 8 
AI-origin,1,, K K A A 2 2 10 10 10 3 3 J J J 4 4 Q Q Q 5 5 J J J 4 4 3 5 6 2 8 8 9 9 10 10 7 7 Q Q K K A A 3 8 9 
AI-random,3,3 3 4 4 6 7 8 8 8 9 10 10 J Q Q Q A 2 2 2, 8 8 K K 
AI-random,3,3 3 4 4 6 8 8 Q Q Q 2 2 2, 8 8 K K 3 4 5 6 7 9 10 J Q K 6 10 J A 
AI-random,7,4 4 6 8 8 2 2 2, 8 8 K K 3 4 5 6 7 9 10 J Q K 6 10 J A 7 8 9 10 J 
AI-random,0,8 8, 8 8 K K 3 4 5 6 7 9 10 J Q K 6 10 J A 7 8 9 10 J Q Q Q 3 3 A A A 3 3 2 2 2 4 4 
AI-origin,4,3 3 3 4 4 6 6 6 7 8 8 8 9 9 9 9 A 2 2, Q Q Q Q 6 6 6 7 7 7 10 10 10 3 3 K K K 4 5 9 K 
AI-origin,7,3 4 4 7 8 8 8 9 9 9 9 A 2 2, Q Q Q Q 6 6 6 7 7 7 10 10 10 3 3 K K K 4 5 9 K 10 10 J J Q Q 
AI-origin,7,3 7 9 9 9 9 A 2 2, Q Q Q Q 6 6 6 7 7 7 10 10 10 3 3 K K K 4 5 9 K 10 10 J J Q Q 6 6 6 3 3 
AI-origin,0,7 9 9 9 9 A 2 2, Q Q Q Q 6 6 6 7 7 7 10 10 10 3 3 K K K 4 5 9 K 10 10 J J Q Q 6 6 6 3 3 8 8 8 4 4 
AI-origin,1,, Q Q Q Q 6 6 6 7 7 7 10 10 10 3 3 K K K 4 5 9 K 10 10 J J Q Q 6 6 6 3 3 8 8 8 4 4 3 5 7 J A 2 9 9 9 9 
AI-random,7,4 4 4 5 5 6 6 7 8 8 J J J Q K K K A 2 2 2 2, 
AI-random,7,5 5 6 6 8 8 Q K K K 2 2 2 2, 9 9 9 3 3 A A A 4 4 6 6 7 7 8 8 3 4 5 7 K A 
AI-random,7,6 6 8 8 Q 2 2 2 2, 9 9 9 3 3 A A A 4 4 6 6 7 7 8 8 3 4 5 7 K A J J J 4 4 
AI-random,1,8 8 Q 2 2 2 2, 9 9 9 3 3 A A A 4 4 6 6 7 7 8 8 3 4 5 7 K A J J J 4 4 K K K 5 5 
AI-origin,3,3 3 3 3 4 4 5 5 5 7 7 9 9 J J J Q K K A A 2, 
AI-origin,7,3 3 3 3 7 7 9 9 J J J Q K K A A 2, 6 7 8 9 10 
AI-origin,1,3 3 3 3 Q K K A A 2, 6 7 8 9 10 5 5 5 4 4 8 8 8 3 3 J J J 7 7 
AI-origin,0,3 3 3 3 A A 2, 6 7 8 9 10 5 5 5 4 4 8 8 8 3 3 J J J 7 7 9 9 10 10 K K 
AI-origin,0,3 3 3 3, 6 7 8 9 10 5 5 5 4 4 8 8 8 3 3 J J J 7 7 9 9 10 10 K K Q 2 Q Q Q Q J J A A 
AI-origin,5,, 6 7 8 9 10 5 5 5 4 4 8 8 8 3 3 J J J 7 7 9 9 10 10 K K Q 2 Q Q Q Q J J A A 2 
AI-origin,7,5 6 7 7 9 9 9 9 10 10 10 10 J J J Q Q Q Q 2, 7 7 A A 
AI-origin,7,5 6 9 9 9 9 10 10 10 10 Q Q Q Q 2, 7 7 A A 8 8 8 4 4 
AI-origin,0,6 9 9 9 9 10 10 10 10 Q Q Q Q 2, 7 7 A A 8 8 8 4 4 J J J 7 7 
AI-origin,0,9 9 9 9 10 10 10 10 Q Q Q Q, 7 7 A A 8 8 8 4 4 J J J 7 7 5 8 2 
AI-origin,5,Q Q Q Q, 7 7 A A 8 8 8 4 4 J J J 7 7 5 8 2 6 9 J J Q A K K K K 2 2 2 2 2 3 3 3 4 4 9 9 9 9 
AI-origin,5,, 7 7 A A 8 8 8 4 4 J J J 7 7 5 8 2 6 9 J J Q A K K K K 2 2 2 2 2 3 3 3 4 4 9 9 9 9 10 10 10 10 
AI-random,4,3 3 3 3 4 5 5 5 6 6 Q Q Q Q A, 8 8 5 5 5 5 6 6 6 6 2 2 2 2 2 6 7 Q K 
AI-random,7,4 Q Q Q Q A, 8 8 5 5 5 5 6 6 6 6 2 2 2 2 2 6 7 Q K 9 9 10 10 J J Q Q K K A A 10 10 3 3 3 3 
AI-random,0,A, 8 8 5 5 5 5 6 6 6 6 2 2 2 2 2 6 7 Q K 9 9 10 10 J J Q Q K K A A 10 10 3 3 3 3 5 5 5 6 6 9 9 9 3 3 Q Q Q Q 
AI-origin,3,3 3 3 3 5 5 6 6 7 7 7 9 9 9 K 2 2 2 2, 7 7 8 8 A A 8 8 3 Q 
AI-origin,7,3 3 3 3 6 6 9 9 9 K 2 2 2 2, 7 7 8 8 A A 8 8 3 Q 10 J Q K A 
AI-origin,7,3 3 3 3 2 2 2 2, 7 7 8 8 A A 8 8 3 Q 10 J Q K A 7 7 7 5 5 J J J 5 5 5 K 
AI-origin,5,, 7 7 8 8 A A 8 8 3 Q 10 J Q K A 7 7 7 5 5 J J J 5 5 5 K 9 9 9 6 6 2 2 2 6 6 9 10 10 10 10 2 2 2 2 
AI-origin,7,3 4 4 4 9 10 10 J J Q Q Q A A 2 2 2 2, 5 5 5 5 K K K K 
AI-origin,7,3 4 9 10 10 J J A A 2 2 2 2, 5 5 5 5 K K K K 6 6 6 3 3 
AI-origin,0,4 9 10 10 J J A A 2 2 2 2, 5 5 5 5 K K K K 6 6 6 3 3 Q Q Q 4 4 
AI-origin,0,10 10 J J A A 2 2 2 2, 5 5 5 5 K K K K 6 6 6 3 3 Q Q Q 4 4 3 4 9 
AI-origin,1,J J A A 2 2 2 2, 5 5 5 5 K K K K 6 6 6 3 3 Q Q Q 4 4 3 4 9 4 
AI-origin,1,A A, 5 5 5 5 K K K K 6 6 6 3 3 Q Q Q 4 4 3 4 9 4 10 10 A A 8 8 8 8 2 2 2 2 
AI-random,7,5 5 6 6 6 6 7 7 8 8 10 10 10 J Q K K A A 2 2 2, 
AI-random,7,6 6 6 6 8 8 J Q K K A A, 3 3 3 4 4 J J J 3 3 2 2 2 7 7 
AI-random,1,6 6 6 6 J Q K K A A, 3 3 3 4 4 J J J 3 3 2 2 2 7 7 10 10 10 5 5 
AI-origin,2,3 4 4 4 4 4 5 6 6 6 6 8 8 9 Q K K K K K A A 2 2, 
AI-origin,0,4 4 4 4 4 5 6 6 6 6 8 8 9 Q K K K K K A A 2 2, 7 7 7 
AI-origin,0,4 4 4 4 4 6 6 6 6 8 8 Q A A 2 2, 7 7 7 3 8 9 A 10 10 10 3 3 Q Q Q 4 4 5 5 5 5 5 K K K K K 
AI-origin,1,4 4 4 4 4 6 6 6 6 Q A A 2 2, 7 7 7 3 8 9 A 10 10 10 3 3 Q Q Q 4 4 5 5 5 5 5 K K K K K 5 
AI-origin,0,6 6 6 6 2 2, 7 7 7 3 8 9 A 10 10 10 3 3 Q Q Q 4 4 5 5 5 5 5 K K K K K 5 8 8 9 9 A A 2 2 4 4 4 4 4 
AI-origin,1,, 7 7 7 3 8 9 A 10 10 10 3 3 Q Q Q 4 4 5 5 5 5 5 K K K K K 5 8 8 9 9 A A 2 2 4 4 4 4 4 Q K 6 6 6 6 
AI-origin,7,3 6 6 6 7 7 9 9 10 10 10 J J K K K 2 2, 6 K K K 4 5 6 7 8 3 3 3 3 Q Q Q Q 
AI-origin,2,3 7 7 9 9 10 10 10 J J K K K 2 2, 6 K K K 4 5 6 7 8 3 3 3 3 Q Q Q Q 8 8 8 4 4 
AI-origin,2,3 7 7 9 9 J J K K K 2 2, 6 K K K 4 5 6 7 8 3 3 3 3 Q Q Q Q 8 8 8 4 4 6 6 6 
AI-origin,7,3 9 9 J J 2 2, 6 K K K 4 5 6 7 8 3 3 3 3 Q Q Q Q 8 8 8 4 4 6 6 6 10 10 10 
AI-origin,0,9 9 J J, 6 K K K 4 5 6 7 8 3 3 3 3 Q Q Q Q 8 8 8 4 4 6 6 6 10 10 10 K K K 7 7 J J J J 10 Q 2 A A 2 2 
AI-origin,0,J, 6 K K K 4 5 6 7 8 3 3 3 3 Q Q Q Q 8 8 8 4 4 6 6 6 10 10 10 K K K 7 7 J J J J 10 Q 2 A A 2 2 3 6 9 10 J 
AI-origin,0,, 6 K K K 4 5 6 7 8 3 3 3 3 Q Q Q Q 8 8 8 4 4 6 6 6 10 10 10 K K K 7 7 J J J J 10 Q 2 A A 2 2 3 6 9 10 J 9 
AI-origin,6,3 4 6 6 8 8 8 J J Q Q Q K K K K A A A 2 2, 
AI-origin,2,3 4 6 6 J J Q Q Q K K K K A A A 2 2, 9 9 9 10 10 10 
AI-origin,2,3 4 6 6 J J K K K K A A A 2 2, 9 9 9 10 10 10 8 8 8 
AI-origin,7,3 4 J J K K K K 2 2, 9 9 9 10 10 10 8 8 8 Q Q Q 
AI-origin,0,4 J J K K K K 2 2, 9 9 9 10 10 10 8 8 8 Q Q Q A A A 6 6 
AI-origin,7,4 4 4 4 5 5 6 7 7 8 9 9 9 9 9 9 J J K A 2 2, 
AI-origin,0,4 4 4 4 5 5 7 7 8 9 9 9 9 9 9 J J K A 2 2, 10 10 10 3 3 
AI-origin,1,4 4 4 4 7 7 9 9 9 9 9 9 J J A 2 2, 10 10 10 3 3 6 7 8 9 K 
AI-origin,1,4 4 4 4 9 9 9 9 2 2, 10 10 10 3 3 6 7 8 9 K 5 5 8 8 9 9 10 10 J J 2 2 Q Q Q K K K A A A A A 5 A 
AI-origin,5,9 9 9 9, 10 10 10 3 3 6 7 8 9 K 5 5 8 8 9 9 10 10 J J 2 2 Q Q Q K K K A A A A A 5 A 7 7 J J 2 2 
AI-origin,5,, 10 10 10 3 3 6 7 8 9 K 5 5 8 8 9 9 10 10 J J 2 2 Q Q Q K K K A A A A A 5 A 7 7 J J 2 2 4 4 4 4 
AI-random,7,3 4 4 4 4 5 5 6 8 9 J J Q Q A A 2 2, 5 5 5 5 K K K K 
AI-random,0,4 4 4 4 5 5 6 8 9 J J Q Q A A 2 2, 5 5 5 5 K K K K 10 10 10 3 3 
AI-random,0,4 4 4 4 5 5 9 Q Q 2 2, 5 5 5 5 K K K K 10 10 10 3 3 3 10 3 6 2 7 8 9 10 J 9 9 J J K K A A 
AI-random,0,4 4 4 4 5 5 Q Q 2 2, 5 5 5 5 K K K K 10 10 10 3 3 3 10 3 6 2 7 8 9 10 J 9 9 J J K K A A 8 
AI-random,1,4 4 4 4 Q Q 2 2, 5 5 5 5 K K K K 10 10 10 3 3 3 10 3 6 2 7 8 9 10 J 9 9 J J K K A A 8 9 
AI-origin,4,4 4 5 6 6 6 6 10 10 10 Q Q Q K K K K A 2 2 2, 
AI-origin,7,5 6 6 6 6 Q Q Q K K K K A 2 2 2, 7 7 8 8 9 9 
AI-origin,2,5 6 6 6 6 K K K K A 2 2 2, 7 7 8 8 9 9 10 10 10 4 4 
AI-origin,2,5 6 6 6 6 K K K K A, 7 7 8 8 9 9 10 10 10 4 4 Q Q Q 
AI-origin,0,6 6 6 6 K K K K A, 7 7 8 8 9 9 10 10 10 4 4 Q Q Q 2 2 2 
AI-origin,5,K K K K, 7 7 8 8 9 9 10 10 10 4 4 Q Q Q 2 2 2 5 7 A 
AI-origin,5,, 7 7 8 8 9 9 10 10 10 4 4 Q Q Q 2 2 2 5 7 A 6 6 6 6 
AI-random,4,3 3 3 4 4 5 6 6 6 7 7 8 8 Q Q Q A 2 2 2 2, 
AI-random,7,3 4 4 5 7 7 8 8 Q Q Q A 2 2 2 2, 9 9 10 10 J J 
AI-random,0,5 7 7 8 8 A 2 2 2 2, 9 9 10 10 J J 6 6 6 3 3 9 9 9 5 5 Q Q Q 4 4 
AI-random,0,7 7 8 8 2 2 2 2, 9 9 10 10 J J 6 6 6 3 3 9 9 9 5 5 Q Q Q 4 4 3 6 A 
AI-random,1,8 8, 9 9 10 10 J J 6 6 6 3 3 9 9 9 5 5 Q Q Q 4 4 3 6 A 5 7 2 2 2 K K K K 2 2 2 2 
AI-origin,7,5 6 6 7 8 8 9 9 9 J J Q Q Q Q K K A A A A 2, 
AI-origin,7,5 7 8 8 J J Q Q Q Q A A A A 2, 3 3 3 4 4 9 9 9 6 6 J J K K 
AI-origin,0,7 8 8 J J Q Q Q Q A A A A 2, 3 3 3 4 4 9 9 9 6 6 J J K K 9 9 9 6 6 
AI-origin,0,8 8 J J Q Q Q Q A A A A, 3 3 3 4 4 9 9 9 6 6 J J K K 9 9 9 6 6 5 7 2 
AI-origin,1,J J Q Q Q Q A A A A, 3 3 3 4 4 9 9 9 6 6 J J K K 9 9 9 6 6 5 7 2 7 
AI-origin,1,, 3 3 3 4 4 9 9 9 6 6 J J K K 9 9 9 6 6 5 7 2 7 8 8 Q Q 3 4 4 4 4 Q Q Q Q 2 2 2 2 5 5 5 5 A A A A 
AI-random,6,3 9 9 K K, K K K A A A 4 5 8 10 7 7 7 3 3 8 8 8 4 4 9 9 9 4 4 10 10 10 6 6 J J J 5 5 2 2 2 7 7 
AI-random,0,9 9 K K, K K K A A A 4 5 8 10 7 7 7 3 3 8 8 8 4 4 9 9 9 4 4 10 10 10 6 6 J J J 5 5 2 2 2 7 7 J J J Q Q Q 
AI-origin,3,3 4 5 5 5 5 7 7 7 7 7 8 9 9 J J J Q Q Q A 2, 
AI-origin,6,3 4 5 5 5 5 7 7 7 7 7 8 9 9 A 2, 6 7 8 9 10 
AI-origin,0,4 5 5 5 5 7 7 7 7 7 8 9 9 A 2, 6 7 8 9 10 J J J Q Q Q 
AI-origin,0,5 5 5 5 7 7 7 7 7 8 9 9 A 2, 6 7 8 9 10 J J J Q Q Q 3 
AI-origin,0,5 5 5 5 7 7 7 7 7 9 9 A 2, 6 7 8 9 10 J J J Q Q Q 3 4 
AI-origin,1,5 5 5 5 7 7 7 7 7 A 2, 6 7 8 9 10 J J J Q Q Q 3 4 8 
AI-origin,0,5 5 5 5 2, 6 7 8 9 10 J J J Q Q Q 3 4 8 9 9 10 10 9 9 9 3 3 6 6 2 2 2 2 7 7 7 7 7 
AI-origin,0,5 5 5 5, 6 7 8 9 10 J J J Q Q Q 3 4 8 9 9 10 10 9 9 9 3 3 6 6 2 2 2 2 7 7 7 7 7 A 
AI-origin,5,, 6 7 8 9 10 J J J Q Q Q 3 4 8 9 9 10 10 9 9 9 3 3 6 6 2 2 2 2 7 7 7 7 7 A 2 
AI-origin,3,3 3 3 3 4 4 7 7 8 8 9 9 10 A A A A, 7 8 9 10 J 9 10 J Q K 
AI-origin,4,3 3 3 3 4 4 10 A A A A, 7 8 9 10 J 9 10 J Q K 4 5 6 7 8 
AI-origin,0,4 4 A A A A, 7 8 9 10 J 9 10 J Q K 4 5 6 7 8 7 7 8 8 9 9 Q Q K K A A 5 5 5 6 6 6 7 7 2 2 2 4 4 3 3 3 3 
AI-origin,1,A A A A, 7 8 9 10 J 9 10 J Q K 4 5 6 7 8 7 7 8 8 9 9 Q Q K K A A 5 5 5 6 6 6 7 7 2 2 2 4 4 3 3 3 3 10 
AI-random,4,3 3 3 4 8 J J Q Q K K A A 2 2 2, J J J 4 4 4 4 10 10 10 10 10 
AI-random,4,3 3 3 4 8 J J 2 2 2, J J J 4 4 4 4 10 10 10 10 10 5 5 6 6 7 7 
AI-random,7,3 4 8 J J, J J J 4 4 4 4 10 10 10 10 10 5 5 6 6 7 7 Q Q K K A A 
AI-random,3,3 3 3 3 3 3 4 4 4 6 6 7 J J Q Q K K A 2 2 2, 
AI-random,4,3 3 3 3 3 3 4 4 4 6 6 7 A 2 2 2, 5 6 7 8 9 
AI-random,7,3 3 3 3 7 A, 5 6 7 8 9 J J Q Q K K K K A A 2 2 4 4 4 5 5 5 8 8 8 6 6 2 2 2 6 6 
AI-origin,7,3 3 3 3 5 5 6 7 7 7 7 8 8 10 10 10 J Q Q K K, K A 
AI-origin,7,3 3 3 3 6 8 8 J Q Q K K, K A 9 9 9 4 4 2 2 2 4 4 J J Q Q K K 6 6 6 6 7 7 7 7 
AI-origin,0,3 3 3 3 8 8 J Q Q K K, K A 9 9 9 4 4 2 2 2 4 4 J J Q Q K K 6 6 6 6 7 7 7 7 10 10 10 5 5 
AI-origin,1,J Q Q K K, K A 9 9 9 4 4 2 2 2 4 4 J J Q Q K K 6 6 6 6 7 7 7 7 10 10 10 5 5 6 A 3 4 5 6 7 3 3 3 3 
AI-origin,0,Q Q K K, K A 9 9 9 4 4 2 2 2 4 4 J J Q Q K K 6 6 6 6 7 7 7 7 10 10 10 5 5 6 A 3 4 5 6 7 3 3 3 3 8 8 
AI-origin,1,K K, K A 9 9 9 4 4 2 2 2 4 4 J J Q Q K K 6 6 6 6 7 7 7 7 10 10 10 5 5 6 A 3 4 5 6 7 3 3 3 3 8 8 J 
AI-origin,1,, K A 9 9 9 4 4 2 2 2 4 4 J J Q Q K K 6 6 6 6 7 7 7 7 10 10 10 5 5 6 A 3 4 5 6 7 3 3 3 3 8 8 J Q Q 
AI-origin,3,3 3 3 4 4 10 10 10 10 J J J J Q Q K K A A, 7 7 7 4 4 3 7 8 9 2 9 A 
AI-origin,4,3 3 3 4 4 10 10 10 10 J J J J, 7 7 7 4 4 3 7 8 9 2 9 A 5 6 7 8 9 
AI-origin,7,10 10 10 10 J J J J, 7 7 7 4 4 3 7 8 9 2 9 A 5 6 7 8 9 Q Q K K A A 
AI-origin,5,J J J J, 7 7 7 4 4 3 7 8 9 2 9 A 5 6 7 8 9 Q Q K K A A 3 3 3 4 4 
AI-origin,7,3 5 5 5 6 6 6 7 7 10 10 Q Q Q Q K K A A A, 5 9 10 J 
AI-origin,7,3 5 5 5 6 6 6 10 10 Q Q Q Q K K, 5 9 10 J 8 8 8 3 3 
AI-origin,6,3 10 10 Q Q Q Q K K, 5 9 10 J 8 8 8 3 3 A A A 7 7 
AI-origin,0,10 10 Q Q Q Q K K, 5 9 10 J 8 8 8 3 3 A A A 7 7 5 5 5 6 6 6 
AI-origin,1,Q Q Q Q K K, 5 9 10 J 8 8 8 3 3 A A A 7 7 5 5 5 6 6 6 3 
AI-random,3,3 3 3 3 4 8 8 10 J Q K A, 4 4 4 3 3 7 7 7 5 5 Q Q Q 5 5 2 2 2 6 6 
AI-random,3,3 3 3 3 4 8 8, 4 4 4 3 3 7 7 7 5 5 Q Q Q 5 5 2 2 2 6 6 9 10 J Q K 
AI-random,0,8 8, 4 4 4 3 3 7 7 7 5 5 Q Q Q 5 5 2 2 2 6 6 9 10 J Q K 10 J Q K A K K K K 7 7 7 8 8 8 3 3 3 3 
AI-origin,7,4 4 4 4 5 8 8 9 9 9 9 10 K K A A 2 2 2 2, 9 9 J J 
AI-origin,0,4 4 4 4 8 8 9 9 9 9 10 A A 2 2 2 2, 9 9 J J 3 3 3 6 6 8 8 8 4 4 J Q K A 2 J J K K 
AI-origin,0,8 8 9 9 9 9 A A 2 2 2 2, 9 9 J J 3 3 3 6 6 8 8 8 4 4 J Q K A 2 J J K K 5 Q 10 10 10 7 7 4 4 4 4 
AI-origin,1,9 9 9 9 A A 2 2 2 2, 9 9 J J 3 3 3 6 6 8 8 8 4 4 J Q K A 2 J J K K 5 Q 10 10 10 7 7 4 4 4 4 10 
AI-origin,1,9 9 9 9 2 2 2 2, 9 9 J J 3 3 3 6 6 8 8 8 4 4 J Q K A 2 J J K K 5 Q 10 10 10 7 7 4 4 4 4 10 8 8 
AI-origin,5,2 2 2 2, 9 9 J J 3 3 3 6 6 8 8 8 4 4 J Q K A 2 J J K K 5 Q 10 10 10 7 7 4 4 4 4 10 8 8 A A 
AI-origin,5,, 9 9 J J 3 3 3 6 6 8 8 8 4 4 J Q K A 2 J J K K 5 Q 10 10 10 7 7 4 4 4 4 10 8 8 A A 9 9 9 9 
AI-origin,3,3 3 4 4 6 6 6 6 6 6 7 8 9 9 9 10 10 10 10 K K K, 
AI-origin,7,4 4 6 6 6 6 6 6 7 8 10 10 10 10 K K K, J Q K A 2 
AI-origin,7,, J Q K A 2 9 9 9 3 3 2 2 2 4 4 Q Q A A 3 7 9 4 8 J 5 7 7 7 7 10 10 10 10 A A A A 6 6 6 6 6 6 
AI-origin,3,4 4 4 4 7 7 8 8 9 9 10 10 10 10 J J J Q Q Q, 4 J J J 5 5 9 9 A A 
AI-origin,4,4 4 4 4 10 10 10 10 J J J Q Q Q, 4 J J J 5 5 9 9 A A 4 5 6 7 8 
AI-origin,6,4 4 4 4 10 10 10 10, 4 J J J 5 5 9 9 A A 4 5 6 7 8 7 7 8 8 9 9 
AI-origin,5,10 10 10 10, 4 J J J 5 5 9 9 A A 4 5 6 7 8 7 7 8 8 9 9 J J J Q Q Q 
AI-origin,3,3 3 4 4 4 6 6 6 7 7 7 8 8 10 K A A, 10 10 10 3 3 A A A A 5 5 5 5 5 
AI-origin,7,6 6 6 7 7 7 8 8 10 K A A, 10 10 10 3 3 A A A A 5 5 5 5 5 J Q K A 2 
AI-origin,6,8 8 10 K A A, 10 10 10 3 3 A A A A 5 5 5 5 5 J Q K A 2 4 4 4 3 3 
AI-origin,0,8 8 K A A, 10 10 10 3 3 A A A A 5 5 5 5 5 J Q K A 2 4 4 4 3 3 6 6 6 7 7 7 
AI-origin,1,, 10 10 10 3 3 A A A A 5 5 5 5 5 J Q K A 2 4 4 4 3 3 6 6 6 7 7 7 10 K 9 9 A A 2 2 3 4 5 6 7 J J 6 K 
AI-origin,4,3 3 4 5 5 J J Q Q K K K K K A A A A A 2 2, 
AI-origin,0,3 3 5 5 J J Q Q K K K K K A A A A A 2 2, 6 6 7 7 8 8 
AI-origin,1,5 5 J J Q Q K K K K K A A A A A, 6 6 7 7 8 8 4 9 9 10 J Q K A A 2 2 
AI-origin,1,J J Q Q A A A A A, 6 6 7 7 8 8 4 9 9 10 J Q K A A 2 2 3 3 2 2 4 4 4 3 3 7 7 7 8 8 8 K K K K K 
AI-origin,1,Q Q A A A A A, 6 6 7 7 8 8 4 9 9 10 J Q K A A 2 2 3 3 2 2 4 4 4 3 3 7 7 7 8 8 8 K K K K K 5 5 
AI-origin,1,A A A A A, 6 6 7 7 8 8 4 9 9 10 J Q K A A 2 2 3 3 2 2 4 4 4 3 3 7 7 7 8 8 8 K K K K K 5 5 J J 
AI-origin,5,, 6 6 7 7 8 8 4 9 9 10 J Q K A A 2 2 3 3 2 2 4 4 4 3 3 7 7 7 8 8 8 K K K K K 5 5 J J Q Q 
AI-origin,3,3 4 4 4 4 7 7 9 9 10 J J J J Q K K K A A 2 2, 
AI-origin,0,4 4 4 4 9 9 10 J J J J Q A A 2 2, 6 7 8 9 10 9 10 J Q K 3 3 3 4 4 K K K 7 7 
AI-origin,0,4 4 4 4 9 9 J J J J A A, 6 7 8 9 10 9 10 J Q K 3 3 3 4 4 K K K 7 7 3 J Q K A A 2 2 
AI-origin,1,4 4 4 4 J J J J A A, 6 7 8 9 10 9 10 J Q K 3 3 3 4 4 K K K 7 7 3 J Q K A A 2 2 10 
AI-origin,1,4 4 4 4 J J J J, 6 7 8 9 10 9 10 J Q K 3 3 3 4 4 K K K 7 7 3 J Q K A A 2 2 10 9 9 
AI-origin,5,J J J J, 6 7 8 9 10 9 10 J Q K 3 3 3 4 4 K K K 7 7 3 J Q K A A 2 2 10 9 9 A A 
AI-origin,7,4 4 4 4 5 5 7 8 9 10 10 Q Q K K A A A A A 2 2, 
AI-origin,0,4 4 4 4 5 5 8 9 10 10 Q Q K K A A A A A 2 2, J J J 3 3 
AI-origin,0,4 4 4 4 5 5 9 Q Q K K A A A A A 2 2, J J J 3 3 7 A 5 5 10 10 
AI-origin,0,4 4 4 4 5 5 K K A A A A A 2 2, J J J 3 3 7 A 5 5 10 10 8 2 9 9 9 3 3 7 7 Q Q 
AI-origin,1,4 4 4 4 K K A A A A A 2 2, J J J 3 3 7 A 5 5 10 10 8 2 9 9 9 3 3 7 7 Q Q 9 
AI-origin,1,4 4 4 4 A A A A A 2 2, J J J 3 3 7 A 5 5 10 10 8 2 9 9 9 3 3 7 7 Q Q 9 5 5 
AI-origin,1,4 4 4 4 A A A A A, J J J 3 3 7 A 5 5 10 10 8 2 9 9 9 3 3 7 7 Q Q 9 5 5 K K 
AI-origin,5,A A A A A, J J J 3 3 7 A 5 5 10 10 8 2 9 9 9 3 3 7 7 Q Q 9 5 5 K K 2 2 
AI-origin,3,3 4 4 4 6 6 7 10 Q Q K K K A A A 2 2, 5 5 5 5 2 2 2 2 
AI-origin,7,3 7 10 K K K A A A, 5 5 5 5 2 2 2 2 7 8 9 10 J J Q K A 2 Q Q Q Q 10 10 Q Q K K 2 2 
AI-origin,2,3 K K, 5 5 5 5 2 2 2 2 7 8 9 10 J J Q K A 2 Q Q Q Q 10 10 Q Q K K 2 2 4 4 4 6 6 8 8 8 3 3 6 7 9 10 J K 
AI-origin,0,K K, 5 5 5 5 2 2 2 2 7 8 9 10 J J Q K A 2 Q Q Q Q 10 10 Q Q K K 2 2 4 4 4 6 6 8 8 8 3 3 6 7 9 10 J K A A A 
AI-origin,0,, 5 5 5 5 2 2 2 2 7 8 9 10 J J Q K A 2 Q Q Q Q 10 10 Q Q K K 2 2 4 4 4 6 6 8 8 8 3 3 6 7 9 10 J K A A A 3 7 K 
AI-random,3,3 3 3 4 4 4 6 6 7 7 8 8 10 10 A A A A 2 2, 4 4 4 3 3 7 7 8 8 9 9 J J K K 
AI-random,4,3 3 3 4 4 4 10 10 A A A A 2 2, 4 4 4 3 3 7 7 8 8 9 9 J J K K 9 10 J Q K 
AI-random,7,3 10 10 2 2, 4 4 4 3 3 7 7 8 8 9 9 J J K K 9 10 J Q K 6 6 7 7 8 8 K K A A 2 2 5 5 5 5 A A A A 
AI-random,0,10 10 2 2, 4 4 4 3 3 7 7 8 8 9 9 J J K K 9 10 J Q K 6 6 7 7 8 8 K K A A 2 2 5 5 5 5 A A A A 4 4 4 3 3 
AI-random,1,2, 4 4 4 3 3 7 7 8 8 9 9 J J K K 9 10 J Q K 6 6 7 7 8 8 K K A A 2 2 5 5 5 5 A A A A 4 4 4 3 3 3 10 2 
AI-random,3,3 3 3 4 4 4 5 6 6 6 6 7 8 8 8 A A A, 5 5 J J A A 2 2 
AI-random,7,3 4 4 4 5 6 6 6 6 7 A A A, 5 5 J J A A 2 2 9 10 J Q K 
AI-random,0,4 5 6 6 6 6 7, 5 5 J J A A 2 2 9 10 J Q K 8 8 8 3 3 10 10 10 3 3 A A A 4 4 
AI-random,0,5, 5 5 J J A A 2 2 9 10 J Q K 8 8 8 3 3 10 10 10 3 3 A A A 4 4 3 6 7 9 Q Q Q 4 4 7 7 7 7 2 2 2 2 K 6 6 6 6 
AI-origin,7,3 4 4 4 5 5 5 6 7 7 9 9 9 9 J J A A A A 2 2, 
